"id","name","category","price","description","unit_shipping_cost"
1744,"Philadelphia cheesesteak","Beauty & Personal",5723,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing.",3.9641273
1745,"Chicken Tikka Masala","Fashion",5872,"Any element of a tuple can be accessed in constant time.",8.036489
1746,"Fish Tacos","Fashion",5964,"Its main implementation is the Glasgow Haskell Compiler.",2.7736268
1747,"Scrapple","Health & Hygine",729,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol.""",8.226942
1748,"French Onion Soup","Electronics",11043,"She spent her earliest years reading classic literature, and writing poetry.",8.676937
1749,"Pepperoni","Home & Garden",18275,"Make me a sandwich.",6.1376233
1750,"Chicken Alfredo","Office Supply",16027,"Any element of a tuple can be accessed in constant time.",6.320219
1751,"Fried chicken","Music Instruments",11144,"Atoms are used within a program to denote distinguished values.",7.9082203
1752,"Mashed potato","Music Instruments",5853,"It is also a garbage-collected runtime system.",2.0647552
1753,"Russian tea cake","Books",8647,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s.",6.945774
1754,"Corn chowder","Electronics",19557,"I don't even care.",9.176436
1755,"Creamed corn","Music Instruments",17803,"Ports are created with the built-in function open_port.",3.1420677
1756,"Tuna Pizza","Sports & Outdoor",7529,"Do you come here often?",5.4463434
1757,"Corned beef","Office Supply",3711,"Ports are created with the built-in function open_port.",9.763797
1758,"Empanada","Video Games",6531,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom.",3.3252192
1759,"Corn chowder","Fashion",10809,"Any element of a tuple can be accessed in constant time.",6.855396
1760,"BBQ Chicken Pizza","Office Supply",16523,"Do you come here often?",4.326211
1761,"Pepperoni Pizza","Fashion",1286,"In 1989 the building was heavily damaged by fire, but it has since been restored.",5.949572
1762,"Waffle","Home & Garden",16329,"It is also a garbage-collected runtime system.",2.348373
1763,"Shrimp Creole","Beauty & Personal",12864,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s.",2.0356104
1764,"Phaal","Video Games",4062,"Do you come here often?",4.37331
1765,"White chocolate cookie","Books",15492,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing.",3.4962552
1766,"Boulliabaise","Sports & Outdoor",3351,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn.",6.5920663
1767,"Apple sauce","Electronics",13655,"Ports are created with the built-in function open_port.",9.122118
1768,"Jalapeno Poppers","Books",12099,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom.",8.893982
1769,"Ceviche","Electronics",8056,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol.""",2.4068623
1770,"Bruschetta","Beauty & Personal",13895,"Tuples are containers for a fixed number of Erlang data types.",6.010161
1771,"Tuna casserole","Electronics",1273,"Ports are used to communicate with the external world.",9.666032
1772,"Pan Seared Scallops","Home & Garden",17492,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol.""",2.3833187
1773,"American fried rice","Video Games",4306,"Erlang is known for its designs that are well suited for systems.",9.916442
1774,"Hawaiian haystack","Books",9207,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets.",8.898083
1775,"Bulgogi","Electronics",14342,"She spent her earliest years reading classic literature, and writing poetry.",9.665187
1776,"Jalapeno Poppers","Home & Garden",1571,"In 1989 the building was heavily damaged by fire, but it has since been restored.",6.532407
1777,"Mozzarella Sticks","Books",9782,"Ports are created with the built-in function open_port.",7.282743
1778,"Bangers and mash","Video Games",5722,"Haskell features a type system with type inference and lazy evaluation.",2.4283624
1779,"Fajita","Electronics",17994,"She spent her earliest years reading classic literature, and writing poetry.",3.9273703
1780,"Chicharones","Office Supply",7554,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom.",5.629856
1781,"Bagels and Lox","Electronics",16193,"He looked inquisitively at his keyboard and wrote another sentence.",5.595206
1782,"Crab cake","Beauty & Personal",6535,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing.",6.1820383
1783,"Jalapeno Poppers","Office Supply",16746,"Where are my pants?",8.540054
1784,"Lobster Newberg","Sports & Outdoor",6483,"Make me a sandwich.",2.6131032
1785,"Corn relish","Books",16670,"Make me a sandwich.",3.7533193
1786,"Pickled cucumber","Fashion",5556,"Ports are used to communicate with the external world.",3.305117
1787,"Crab Rangoon","Sports & Outdoor",879,"Erlang is a general-purpose, concurrent, functional programming language.",9.48059
1788,"Celery Victor","Beauty & Personal",15645,"Atoms are used within a program to denote distinguished values.",5.405216
1789,"Pastrami on Rye","Books",825,"He looked inquisitively at his keyboard and wrote another sentence.",6.4935336
1790,"Bagels and Lox","Fashion",10741,"Type classes first appeared in the Haskell programming language.",2.5906975
1791,"Fish Tacos","Home & Garden",3633,"Type classes first appeared in the Haskell programming language.",5.322224
1792,"Fried fish","Health & Hygine",16475,"Erlang is a general-purpose, concurrent, functional programming language.",3.6124172
1793,"Bellini","Music Instruments",1434,"Any element of a tuple can be accessed in constant time.",3.590986
1794,"Schnitzel","Electronics",16019,"Its main implementation is the Glasgow Haskell Compiler.",4.85517
1795,"Bruschetta","Books",10893,"It is also a garbage-collected runtime system.",7.331163
1796,"Ice cream cake","Home & Garden",11693,"Atoms are used within a program to denote distinguished values.",4.059622
1797,"Maple bacon donut","Health & Hygine",13813,"Do you come here often?",8.6563635
1798,"Shucked Oysters","Fashion",14060,"Its main implementation is the Glasgow Haskell Compiler.",8.5215845
1799,"Jerky","Office Supply",13316,"He looked inquisitively at his keyboard and wrote another sentence.",4.2647915
1800,"Sichuan Hot Pot","Office Supply",17181,"Do you come here often?",2.7789476
1801,"Quesadilla","Video Games",3829,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing.",6.600977
1802,"Chicken and waffles","Health & Hygine",18956,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s.",7.3460665
1803,"Hawaiian Pizza","Health & Hygine",18679,"Erlang is known for its designs that are well suited for systems.",5.641002
1804,"Potato salad","Books",7892,"Make me a sandwich.",8.801441
1805,"Chocolate Brownie","Sports & Outdoor",11309,"Any element of a tuple can be accessed in constant time.",4.1968274
1806,"Ice Cream","Fashion",12783,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom.",3.7610428
1807,"Blue cheese dressing","Books",4128,"Atoms are used within a program to denote distinguished values.",7.9512134
1808,"Succotash","Music Instruments",6370,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom.",7.6955466
1809,"Hot Chicken sandwich","Home & Garden",11671,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s.",8.912921
1810,"Philly Cheese Steak","Electronics",7813,"Ports are created with the built-in function open_port.",8.541732
1811,"Cornish game hen","Health & Hygine",9709,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets.",7.2585773
1812,"Ribs","Sports & Outdoor",10391,"Ports are used to communicate with the external world.",3.98009
1813,"Crepes","Beauty & Personal",18397,"Make me a sandwich.",6.4613795
1814,"Chicken sandwich","Office Supply",10583,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase.",7.916524
1815,"Potato skins","Office Supply",10070,"I don't even care.",8.432454
1816,"Mashed potato","Electronics",14384,"I don't even care.",5.0300145
1817,"Carne pizzaiola","Video Games",18884,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn.",7.7905545
1818,"Chicken Tikka Masala","Fashion",13482,"Its main implementation is the Glasgow Haskell Compiler.",9.356237
1819,"Lobster roll","Fashion",15501,"Any element of a tuple can be accessed in constant time.",6.820259
1820,"Pigs in blankets","Fashion",8330,"Atoms are used within a program to denote distinguished values.",3.4904895
1821,"Pemmican","Video Games",9998,"It is also a garbage-collected runtime system.",5.9885206
1822,"Souvlaki","Health & Hygine",18526,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing.",6.7659607
1823,"Bird's Nest Soup","Electronics",6817,"Do you have any idea why this is not working?",5.303213
1824,"Rabbit pie","Electronics",12856,"Do you have any idea why this is not working?",8.741744
1825,"Porterhouse Steak","Fashion",3071,"Tuples are containers for a fixed number of Erlang data types.",2.339442
1826,"Blue cheese dressing","Video Games",6955,"Tuples are containers for a fixed number of Erlang data types.",7.646262
1827,"Ceviche","Electronics",853,"Do you come here often?",3.14872
1828,"Soul food","Beauty & Personal",2674,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn.",3.1898036
1829,"Sauteed Morel Mushrooms","Home & Garden",3695,"Atoms are used within a program to denote distinguished values.",4.7808847
1830,"Stuffed zucchini","Music Instruments",2986,"It is also a garbage-collected runtime system.",7.103926
1831,"Butter cookie","Office Supply",4122,"Erlang is a general-purpose, concurrent, functional programming language.",4.0734367
1832,"Chocolate cheesecake","Fashion",856,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase.",4.526915
1833,"London broil","Music Instruments",14895,"Erlang is known for its designs that are well suited for systems.",6.8163257
